timestamp_s,lf_heel_l_N,lf_heel_r_N,lf_mid_l_N,lf_mid_r_N,lf_toe_l_N,lf_toe_c_N,lf_toe_r_N,rf_heel_l_N,rf_heel_r_N,rf_mid_l_N,rf_mid_r_N,rf_toe_l_N,rf_toe_c_N,rf_toe_r_N
26.200,106.954,101.379,21.466,21.564,5.209,2.562,1.044,0.000,1.532,0.000,0.000,0.614,0.000,2.852
26.210,98.695,92.573,23.412,24.082,3.747,2.322,1.157,0.000,0.457,0.000,0.000,0.357,0.000,1.782
26.220,90.105,86.117,26.609,26.702,0.579,1.904,0.000,0.000,0.000,0.000,0.000,0.117,0.000,0.665
26.230,81.647,80.970,29.757,28.616,0.000,0.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049
26.240,73.525,75.009,31.569,29.046,0.000,0.000,0.000,0.000,0.000,0.000,0.726,0.000,0.000,0.099
26.250,65.926,67.326,32.304,28.619,0.525,0.917,0.000,0.000,0.000,1.457,2.017,0.641,0.000,0.934
26.260,58.664,58.730,32.783,29.309,2.369,4.026,0.000,0.128,0.041,3.038,3.313,1.784,0.000,2.242
26.270,51.287,50.465,32.652,32.005,2.924,5.464,0.000,0.240,0.831,2.719,3.662,1.854,0.000,3.167
26.280,43.915,43.260,30.912,34.826,2.699,3.929,0.471,0.036,1.640,0.535,2.543,0.000,0.000,3.128
26.290,37.326,37.339,28.074,35.083,2.279,1.983,2.404,0.162,1.652,0.000,0.633,0.000,0.000,2.518
26.300,31.985,32.449,26.141,32.440,1.927,2.466,3.469,0.592,0.846,0.000,0.000,0.000,0.000,2.196
26.310,27.697,27.917,25.852,28.928,2.311,4.949,4.124,0.857,0.000,0.000,0.000,0.000,0.684,2.482
26.320,24.256,23.362,25.321,26.141,4.417,7.285,5.949,0.749,0.000,0.000,0.000,2.834,0.838,2.879
26.330,21.596,19.316,22.491,23.713,8.485,9.259,9.850,0.539,0.000,0.000,0.000,3.141,0.771,2.634
26.340,19.174,16.463,17.934,20.545,13.544,12.680,15.218,0.606,0.000,0.000,0.000,1.174,0.830,1.431
26.350,16.062,14.387,13.956,16.493,18.317,18.497,20.905,0.894,0.726,0.000,0.060,0.000,0.964,0.000
26.360,12.124,12.016,11.665,12.503,22.650,25.843,26.347,0.802,1.776,1.674,0.449,0.369,0.802,0.000
26.370,8.592,9.238,10.255,9.672,27.987,34.064,31.669,0.000,1.588,3.678,1.027,1.533,0.346,0.000
26.380,6.842,6.887,8.728,8.369,35.911,44.122,37.351,0.000,0.565,3.572,1.995,1.184,0.178,0.302
26.390,6.622,5.135,7.118,7.931,45.939,57.364,44.081,0.000,0.120,1.542,2.658,0.000,0.579,1.974
26.400,6.119,3.350,6.021,7.037,55.557,73.716,52.510,0.063,1.180,0.000,2.452,0.000,1.066,2.298
26.410,4.062,1.648,5.574,4.809,63.206,91.566,62.696,1.476,3.160,0.000,1.837,0.000,1.202,0.972
26.420,1.167,0.865,4.951,1.914,70.326,108.881,73.699,1.949,4.407,0.000,1.667,0.000,1.292,0.000
26.430,0.000,0.814,2.998,0.229,79.130,124.151,83.871,1.550,3.648,0.906,1.891,0.000,1.799,0.000
26.440,0.000,0.446,0.000,0.757,89.044,136.768,91.770,0.865,1.204,0.761,1.508,0.000,2.456,1.406
26.450,0.000,0.000,0.000,2.291,97.006,146.827,96.863,0.099,0.000,0.000,0.093,0.000,2.499,2.929
26.460,0.000,0.746,0.000,2.904,101.120,154.245,99.454,0.000,0.000,0.000,0.000,0.000,1.812,2.576
26.470,0.000,2.764,0.000,2.292,102.276,158.082,100.180,0.000,0.000,0.000,0.000,0.854,1.232,0.667
26.480,0.000,3.996,0.000,1.703,101.793,157.148,99.586,1.567,1.814,1.895,1.213,2.175,1.323,0.000
26.490,0.427,3.126,0.000,1.980,98.995,151.279,97.747,2.649,1.520,3.619,2.821,3.279,1.523,0.000
26.500,1.480,1.288,0.000,2.636,92.210,141.482,94.043,0.845,0.000,2.957,2.753,3.465,1.217,0.000
26.510,2.371,0.298,0.000,2.622,81.591,128.872,87.613,0.000,0.000,1.164,1.611,2.490,0.934,0.000
26.520,2.563,0.285,1.182,1.331,69.924,114.119,78.275,0.455,0.000,0.240,0.699,0.978,1.502,0.148
26.530,1.731,0.111,1.092,0.000,60.378,97.978,66.996,14.857,14.699,0.840,0.336,0.000,2.567,0.489
26.540,0.380,0.000,0.000,0.000,53.729,81.725,55.642,37.969,38.490,2.038,0.082,0.000,2.995,0.336
26.550,0.000,0.000,0.000,0.000,48.144,66.780,46.180,59.475,59.342,2.463,0.010,0.370,2.444,0.352
26.560,0.014,0.504,0.000,1.897,41.554,53.882,39.396,72.061,70.772,1.466,0.815,0.888,1.640,0.826
26.570,0.919,1.624,1.342,3.072,33.502,42.292,33.975,77.138,75.130,0.000,2.522,0.989,1.233,1.374
26.580,1.015,1.585,2.451,1.561,24.609,30.147,27.410,80.430,78.883,0.000,3.783,0.882,1.256,1.309
26.590,0.000,0.410,2.272,0.000,15.547,16.729,18.498,85.407,85.239,0.000,3.166,0.597,1.623,0.143
26.600,0.000,0.000,1.383,0.000,7.293,4.384,8.844,91.701,92.367,0.817,0.983,0.000,2.218,0.000
26.610,0.000,0.000,0.993,0.000,1.330,0.000,1.531,97.123,97.168,2.013,0.000,0.000,2.365,0.000
26.620,0.000,0.000,1.613,0.623,0.000,0.000,0.000,99.791,98.737,1.887,0.000,0.000,1.109,0.000
26.630,0.000,0.000,2.362,0.544,0.000,0.000,0.000,99.499,98.235,1.041,1.673,0.000,0.000,0.000
26.640,0.000,0.000,1.912,0.000,0.792,1.367,0.601,97.880,97.142,0.751,4.472,0.000,0.000,0.000
26.650,0.000,0.000,0.131,0.000,2.562,3.449,1.652,96.768,96.404,1.676,6.471,0.000,0.000,1.101
26.660,0.000,0.000,0.000,0.130,3.124,4.011,1.014,96.166,96.205,3.488,7.184,0.000,0.000,1.641
26.670,0.000,0.000,0.000,0.000,2.179,3.082,0.000,94.263,95.585,5.703,7.054,0.000,0.000,1.281
26.680,0.095,0.798,0.235,0.000,0.477,1.160,0.000,89.569,92.789,8.302,7.214,0.823,0.000,1.930
26.690,0.500,2.148,2.540,0.000,0.000,0.000,0.000,82.692,86.993,11.211,8.937,2.777,0.000,4.455
26.700,0.736,3.185,3.769,0.000,0.000,0.000,0.177,75.761,79.568,13.928,12.469,3.572,0.227,7.136
26.710,0.707,3.155,3.409,0.000,0.000,0.362,1.056,70.237,72.689,16.328,16.290,3.109,1.935,7.375
26.720,0.000,2.187,2.149,0.000,0.000,2.033,1.787,65.517,66.806,19.072,18.198,1.679,2.641,4.808
26.730,0.000,0.893,1.084,0.000,0.000,2.834,2.590,59.844,60.579,22.342,17.536,0.000,2.177,1.596
26.740,0.000,0.000,0.867,0.000,0.387,2.262,2.766,52.359,53.262,24.841,16.166,0.000,1.018,0.000
26.750,0.000,0.154,1.354,0.000,1.109,0.837,1.737,43.908,45.772,25.020,16.751,0.000,0.000,0.000
26.760,0.000,1.268,1.754,0.000,1.090,0.000,0.314,36.078,39.224,23.033,19.750,0.000,0.000,0.000
26.770,0.000,2.015,1.185,0.000,0.212,0.000,0.000,30.056,33.669,20.819,22.562,0.000,0.000,0.000
26.780,0.000,1.218,0.000,0.000,0.000,0.000,0.046,26.128,28.564,20.151,22.359,0.446,0.000,0.565
26.790,0.117,0.000,0.000,0.000,0.000,0.000,0.228,23.332,23.621,20.759,19.435,1.416,0.334,2.520
26.800,0.134,0.000,0.000,0.000,0.000,0.357,0.157,19.787,18.868,20.567,16.765,3.374,2.043,3.901
26.810,0.000,0.000,0.000,0.000,1.049,0.431,0.669,14.574,14.271,18.060,16.272,6.211,4.988,5.174
26.820,0.216,0.000,0.000,2.235,2.464,0.252,1.832,9.313,9.697,14.109,16.569,9.620,9.075,7.620
26.830,1.003,0.000,0.816,3.564,2.280,0.578,2.243,6.757,5.422,10.916,14.807,13.284,13.752,11.704
26.840,1.406,0.000,1.083,3.357,0.777,1.261,0.804,7.554,2.354,9.310,10.237,16.904,19.148,17.075
26.850,0.776,0.000,0.569,1.629,0.000,0.972,0.000,9.291,1.182,7.891,5.339,20.647,26.755,23.568
26.860,0.000,0.000,0.783,0.000,0.000,0.000,0.000,9.069,1.423,5.225,3.277,25.584,37.934,31.184
26.870,0.000,0.000,2.128,0.000,0.000,0.000,0.000,6.406,1.857,2.225,4.527,33.015,51.890,39.379
26.880,0.000,0.000,3.318,0.000,0.629,0.000,0.739,3.180,1.774,1.097,6.466,42.803,66.330,47.242
26.890,0.411,0.000,3.131,0.145,0.511,0.000,1.562,1.346,1.372,2.024,6.298,52.632,79.983,54.409
26.900,0.000,0.000,1.804,2.729,0.000,0.479,1.071,1.349,0.978,2.655,3.743,59.668,93.006,61.182
26.910,0.000,0.000,0.411,3.833,0.000,2.126,0.424,2.301,0.330,1.520,0.678,63.110,104.803,67.454
26.920,0.000,0.000,0.000,2.825,0.074,1.883,0.130,2.946,0.000,0.137,0.000,64.611,113.021,71.962
26.930,0.311,0.399,0.389,0.439,0.190,0.613,0.000,2.452,0.000,0.622,0.000,66.094,115.425,73.402
26.940,3.852,3.591,1.830,0.000,0.000,0.000,0.000,0.879,0.000,2.727,0.164,67.528,111.857,71.944
26.950,4.464,3.329,2.806,0.000,0.000,0.000,0.000,0.000,0.000,4.419,1.817,67.054,103.922,68.645
26.960,0.000,0.000,2.074,0.000,0.000,0.000,0.000,0.000,1.119,4.353,2.838,63.150,93.478,63.707
26.970,0.000,0.000,0.167,0.000,0.000,0.000,0.001,0.005,2.890,2.854,2.413,56.281,81.778,56.718
26.980,0.000,0.000,0.000,0.000,0.000,0.000,2.539,1.691,3.270,1.096,0.656,48.374,69.533,48.500
26.990,23.639,22.251,0.000,0.000,0.000,0.000,2.646,2.371,2.554,0.021,0.000,41.004,57.277,41.136
27.000,57.894,55.531,0.000,0.000,0.000,0.000,0.455,1.717,1.629,0.000,0.000,34.239,45.363,35.626
27.010,86.795,83.123,0.000,0.000,0.000,0.600,0.000,0.953,1.292,0.000,0.000,27.010,33.683,30.447
27.020,101.151,96.404,0.000,0.463,0.336,2.791,0.000,1.216,1.618,0.000,0.000,18.463,22.107,23.180
27.030,105.065,99.795,0.968,1.453,0.000,3.998,0.000,1.903,1.812,0.000,0.000,9.201,11.591,13.547
27.040,107.847,102.859,2.586,1.908,0.012,3.653,0.000,1.434,0.966,0.000,0.220,1.335,4.021,4.421
27.050,113.809,110.175,3.143,1.490,1.403,1.860,0.000,0.000,0.000,0.000,1.645,0.000,0.217,0.000
27.060,121.185,119.761,2.750,1.012,3.372,0.000,0.000,0.000,0.000,0.000,1.461,0.000,0.000,0.000
27.070,127.359,127.978,2.346,1.436,3.845,0.000,0.000,0.000,0.000,0.000,0.304,0.000,0.000,0.167
27.080,132.063,133.345,2.147,2.699,1.811,0.000,0.000,0.000,1.223,0.000,0.000,0.198,0.000,0.198
27.090,136.201,136.445,1.652,4.020,0.000,2.011,0.000,0.204,3.844,0.000,0.271,0.000,0.000,0.000
27.100,139.745,138.352,0.810,4.938,0.000,3.767,0.000,0.903,4.487,0.000,0.484,0.000,0.278,0.000
27.110,141.534,139.718,0.482,5.588,0.103,3.285,0.000,0.068,2.772,0.000,0.000,0.000,0.000,0.000
27.120,140.710,140.462,1.680,6.132,2.538,1.084,0.000,0.000,0.208,0.000,0.000,0.000,0.000,0.000
27.130,137.864,139.972,4.526,6.422,2.134,0.000,0.881,0.000,0.000,0.000,0.000,3.184,0.000,0.000
27.140,134.547,137.896,8.013,6.413,0.000,0.000,0.546,0.000,0.000,0.000,0.792,5.635,1.096,0.000
27.150,131.686,134.462,10.880,6.685,0.000,0.765,0.000,0.000,0.800,0.861,1.463,5.349,1.157,0.000
27.160,128.818,129.821,12.619,8.204,0.000,1.589,0.000,0.032,1.637,1.398,0.552,2.816,0.000,0.000
27.170,124.937,123.779,13.634,11.422,0.000,1.112,0.000,0.000,0.853,0.515,0.000,0.367,0.000,0.000
27.180,119.589,116.643,14.784,15.564,0.564,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27.190,112.820,109.556,16.873,19.015,2.434,0.329,0.606,0.000,0.000,0.000,0.000,1.177,0.000,0.000
27.200,104.825,103.206,20.041,20.809,2.897,0.535,0.319,0.403,0.000,0.000,0.000,2.088,1.624,0.418
27.210,96.353,96.762,23.425,21.684,1.632,0.000,0.000,0.994,0.000,0.000,0.146,1.144,1.338,0.272
27.220,88.649,88.863,25.942,23.225,0.000,0.000,0.000,1.458,0.000,0.000,1.123,0.000,0.000,0.000
27.230,82.156,79.305,27.705,26.091,0.000,0.000,0.000,1.809,0.697,0.000,2.730,0.000,0.000,0.000
27.240,75.871,69.293,29.990,29.517,0.000,0.000,0.000,1.669,1.732,0.000,3.408,0.000,0.000,0.000
27.250,68.528,60.402,33.230,32.243,2.394,2.148,1.635,0.818,2.211,0.000,2.205,0.000,2.043,0.000
27.260,59.924,53.476,35.740,33.363,3.958,3.839,4.021,0.000,1.833,0.000,0.271,2.127,3.365,0.000
27.270,51.067,48.091,35.455,32.665,3.499,3.356,5.810,0.000,0.511,0.000,0.000,2.474,2.367,0.000
27.280,43.512,43.104,32.576,30.948,1.614,1.199,5.880,0.000,0.000,0.322,1.337,1.245,0.861,0.000
27.290,38.176,37.920,29.344,29.707,0.000,0.000,4.292,0.000,0.000,0.661,3.655,0.000,0.772,0.634
27.300,34.353,32.870,27.188,29.513,0.000,0.000,2.875,0.000,0.000,0.000,4.552,0.000,1.520,2.672
27.310,30.407,28.215,25.178,28.938,2.654,0.000,3.829,0.000,1.122,0.000,3.126,0.000,1.275,3.554
27.320,25.603,23.582,21.780,26.095,6.805,4.506,7.513,0.173,1.538,0.000,0.185,0.718,0.000,2.972
27.330,20.581,18.889,17.354,21.237,10.518,10.370,12.150,1.264,0.342,0.000,0.000,1.558,0.000,1.846
27.340,16.191,15.035,13.977,16.744,13.237,16.180,15.991,0.800,0.000,1.921,0.000,1.955,0.157,1.408
27.350,12.832,12.813,12.875,14.360,16.096,21.838,19.135,0.000,0.000,3.983,0.000,1.799,2.316,1.980
27.360,10.734,11.599,12.887,13.355,20.301,28.056,22.872,0.000,0.188,3.927,0.000,1.662,3.696,2.621
27.370,9.799,10.031,11.814,11.876,26.220,35.989,27.952,0.000,1.873,2.265,0.000,1.920,3.271,2.001
27.380,9.248,7.730,8.926,9.290,34.003,46.882,34.330,0.000,1.860,0.651,0.130,1.937,1.675,0.000
27.390,8.216,5.464,5.704,6.466,43.767,60.875,42.216,0.000,0.190,0.161,0.000,0.895,0.269,0.000
27.400,6.562,3.721,4.098,4.304,54.797,76.315,52.169,0.000,0.000,0.457,0.000,0.000,0.000,0.000
27.410,4.581,2.041,4.472,3.036,65.588,91.342,63.718,0.000,0.000,0.596,0.000,0.000,0.000,0.000
27.420,2.421,0.041,5.535,2.725,75.114,105.847,74.735,0.000,0.000,0.339,0.000,0.000,0.432,0.000
27.430,0.336,0.000,5.793,3.259,83.334,120.648,82.950,0.388,0.000,0.240,0.000,0.151,1.296,0.080
27.440,0.000,0.000,4.597,3.647,90.175,135.072,87.890,0.299,0.000,0.604,0.000,0.368,2.361,0.743
27.450,0.000,0.000,2.182,2.423,94.869,146.781,91.008,0.004,0.000,1.013,0.655,0.168,2.913,0.000
27.460,0.000,0.831,0.000,0.000,96.937,153.990,94.064,0.885,0.000,1.082,1.389,0.529,2.311,0.000
27.470,0.000,0.879,0.000,0.000,97.200,156.637,97.415,3.096,0.000,1.103,1.146,1.376,0.844,0.000
27.480,0.462,0.000,0.000,0.000,96.839,155.314,99.544,4.972,0.000,1.370,0.302,1.671,0.000,0.000
27.490,2.237,0.000,0.000,0.000,95.584,150.288,98.202,3.999,2.029,1.309,0.000,0.880,0.000,0.000
27.500,3.542,0.000,1.328,1.236,91.775,141.832,92.366,0.000,1.525,0.205,0.256,0.000,0.000,0.000
27.510,3.092,0.000,2.085,1.648,84.554,130.280,83.135,0.000,0.000,0.000,0.835,0.000,0.000,0.000
27.520,1.226,0.000,1.245,0.085,75.284,115.522,72.666,0.000,3.086,0.000,1.407,0.000,0.000,0.000
27.530,0.000,0.000,0.088,0.000,66.175,97.773,62.609,15.541,17.006,0.000,1.932,0.999,0.370,0.000
27.540,0.000,0.000,0.000,0.000,57.975,79.117,53.791,38.618,38.663,1.114,2.177,1.410,1.479,0.000
27.550,0.000,0.000,0.000,1.168,49.853,62.795,46.600,59.077,58.788,1.815,2.110,0.942,1.002,0.603
27.560,0.000,0.000,0.286,2.782,41.211,50.174,40.719,71.143,71.437,1.355,2.066,0.019,0.000,0.336
27.570,0.000,0.000,1.112,3.072,32.334,39.315,34.536,76.576,78.211,0.561,2.009,0.000,0.000,0.000
27.580,0.000,0.346,2.195,2.351,23.267,27.434,26.042,80.204,83.191,0.176,1.511,0.000,0.000,0.000
27.590,0.000,1.095,2.424,1.350,13.629,14.599,15.356,84.717,87.943,0.295,0.965,0.000,0.000,0.596
27.600,0.664,1.049,0.986,0.306,4.244,4.311,5.736,89.889,92.130,0.680,1.728,0.000,1.643,1.044
27.610,0.522,0.000,0.000,0.000,0.000,0.000,0.683,94.484,95.608,1.244,4.150,0.000,2.773,0.514
27.620,0.000,0.000,0.000,0.000,0.000,0.790,0.300,97.724,98.356,2.089,6.409,0.000,2.355,0.000
27.630,0.000,0.000,0.000,0.000,0.000,2.945,1.633,99.529,99.954,3.329,6.423,0.000,0.885,0.000
27.640,0.613,0.000,0.000,0.059,2.118,3.057,2.055,100.008,100.131,5.091,4.414,0.235,0.000,0.000
27.650,1.229,0.244,0.903,0.720,3.894,1.014,1.083,98.904,99.095,7.411,2.607,0.545,0.000,1.076
27.660,1.095,0.890,1.136,0.252,2.791,0.000,0.000,95.843,97.051,9.907,2.729,0.007,0.000,2.043
27.670,0.299,0.108,1.027,0.000,0.000,0.000,0.000,91.176,94.030,11.781,4.712,0.000,0.000,2.388
27.680,0.000,0.000,0.890,0.000,0.000,0.000,0.000,86.120,90.226,12.557,7.576,0.000,0.000,2.679
27.690,0.000,0.000,0.869,0.000,0.000,1.583,0.535,81.662,85.805,12.812,10.564,0.000,0.000,2.772
27.700,0.000,0.880,1.026,0.000,0.000,2.192,3.565,77.531,80.452,13.720,13.339,0.000,0.017,1.647
27.710,0.000,1.668,1.334,0.000,1.035,0.520,4.793,72.592,73.749,15.694,15.789,0.158,1.885,0.000
27.720,0.000,1.017,1.524,2.089,1.528,0.000,2.843,66.192,65.971,17.943,17.813,1.563,2.321,0.000
27.730,0.000,0.000,1.149,2.837,1.002,0.000,0.000,58.867,58.110,19.491,19.134,1.820,0.785,0.000
27.740,0.000,0.000,0.236,1.400,0.645,0.000,0.000,51.698,51.164,20.204,19.617,1.073,0.000,0.000
27.750,0.000,0.000,0.000,0.000,0.607,0.622,0.000,45.241,45.445,20.678,19.726,0.000,0.176,2.419
27.760,0.000,0.000,0.271,0.000,0.241,1.248,0.000,39.281,40.352,21.359,19.949,0.000,3.081,3.665
27.770,0.000,0.451,1.296,0.000,0.000,0.558,0.000,33.442,34.943,21.751,19.784,0.000,5.582,3.062
27.780,0.700,0.343,1.508,0.000,0.000,0.000,0.000,27.768,29.068,20.654,18.267,0.000,5.850,2.878
27.790,1.413,0.000,0.981,0.000,0.000,0.000,1.216,22.765,23.700,17.596,15.733,0.618,4.310,4.446
27.800,0.735,0.000,0.816,0.000,0.122,0.000,1.650,18.945,19.712,13.900,14.089,2.487,2.818,6.784
27.810,0.000,0.000,1.027,0.000,0.161,0.000,0.664,16.120,16.763,11.590,14.588,5.095,3.086,8.572
27.820,0.000,1.229,0.431,0.000,0.312,0.000,0.018,13.210,13.852,11.194,15.872,8.704,5.970,10.232
27.830,0.000,2.581,0.000,0.000,1.093,0.000,0.486,9.295,10.551,11.279,15.158,13.084,11.526,13.174
27.840,0.000,2.448,0.000,0.000,1.973,0.566,0.984,5.030,7.310,10.237,11.395,17.761,19.246,17.885
27.850,0.000,1.753,0.000,0.000,1.873,1.201,0.369,2.322,4.823,7.809,6.463,22.873,28.458,23.819
27.860,0.000,1.398,0.972,1.116,0.611,0.760,0.000,2.113,3.389,4.634,3.050,29.410,38.775,30.647
27.870,0.000,0.919,1.476,2.731,0.000,0.000,0.000,3.091,2.875,1.304,2.068,38.024,50.187,38.509
27.880,0.000,0.000,0.000,2.602,0.000,0.000,0.000,3.213,3.122,0.000,2.550,47.615,62.720,47.096
27.890,0.422,0.000,0.000,1.144,0.000,0.000,0.000,1.889,4.018,0.000,3.172,55.852,75.946,55.299
27.900,0.878,0.000,0.000,0.380,0.440,0.000,0.000,0.021,5.044,0.000,3.059,61.380,88.730,61.961
27.910,0.000,0.000,0.000,1.524,0.000,0.000,0.000,0.000,5.234,0.423,1.901,64.900,99.585,66.702
27.920,0.000,0.000,0.000,3.295,0.000,0.366,0.758,0.000,4.062,2.484,0.291,67.773,107.426,69.888
27.930,0.000,0.000,0.000,3.357,0.000,0.632,1.366,0.000,2.193,3.054,0.000,70.115,111.752,71.765
27.940,0.498,2.793,0.000,1.055,0.120,0.000,0.312,0.000,0.874,2.105,0.000,70.592,112.120,71.748
27.950,1.092,4.429,0.000,0.000,1.646,0.000,0.000,1.077,0.546,0.766,0.000,67.799,107.972,68.922
27.960,0.000,1.353,0.000,0.000,1.315,0.000,0.000,1.404,0.463,0.342,0.000,61.772,99.324,63.189
27.970,0.000,0.000,2.163,0.000,0.000,0.549,0.000,0.394,0.000,1.064,0.000,54.265,87.253,55.551
27.980,0.000,0.510,3.649,0.000,0.000,1.073,0.000,0.000,0.000,1.825,0.000,47.259,73.313,47.351
27.990,22.323,21.085,1.819,0.038,0.000,0.985,0.000,0.000,0.000,1.418,1.615,41.091,58.664,39.643
28.000,57.930,53.213,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,3.203,34.476,44.132,32.876
28.010,86.910,82.400,0.000,0.000,0.000,0.473,0.000,0.000,0.000,0.000,2.412,26.419,30.721,26.452
28.020,99.422,99.029,0.153,0.000,0.000,0.066,0.731,0.000,0.000,0.000,0.000,17.580,19.415,19.069
28.030,100.795,105.021,1.137,0.000,0.000,0.000,0.711,0.000,0.817,0.000,0.000,9.807,10.696,10.688
28.040,102.266,107.620,0.000,0.000,0.000,0.000,0.000,0.573,1.366,0.000,0.000,4.709,4.622,3.667
28.050,109.047,111.676,0.000,0.000,0.000,0.000,0.000,0.759,1.385,0.000,0.942,2.425,1.034,0.394
28.060,118.677,118.189,0.000,0.000,0.000,0.000,0.000,0.122,0.722,0.000,2.744,1.531,0.000,0.177
28.070,126.836,126.062,0.000,1.188,0.000,0.000,0.000,0.000,0.000,0.000,2.875,0.486,0.000,0.257
28.080,131.841,133.494,2.291,3.054,0.000,0.000,1.106,0.000,0.000,0.000,1.884,0.000,0.000,0.000
28.090,134.721,139.019,3.482,2.611,0.000,1.390,0.370,0.000,0.000,0.000,0.846,0.000,0.000,0.000
28.100,137.107,141.964,3.404,0.838,0.000,2.150,0.000,0.000,0.000,0.000,0.327,0.000,0.000,0.074
28.110,139.555,142.126,3.506,0.563,0.000,1.882,0.000,0.000,0.000,0.000,0.472,1.012,0.000,1.422
28.120,141.419,139.851,4.599,3.099,0.000,1.291,0.000,0.000,0.000,0.000,1.152,3.056,0.000,1.724
28.130,141.811,136.534,6.206,6.901,0.722,1.016,0.000,0.000,0.000,0.000,1.702,4.236,1.696,0.821
28.140,140.344,133.773,7.554,9.757,1.439,0.806,1.036,0.000,0.000,0.000,1.319,3.840,4.103,0.000
28.150,136.977,131.607,8.657,11.240,0.615,0.151,2.824,0.654,0.000,0.000,0.144,2.131,4.257,0.000
28.160,131.656,128.489,10.195,12.467,0.000,0.000,3.384,1.433,0.000,0.877,0.000,0.053,2.198,0.486
28.170,124.595,123.315,12.634,14.207,0.000,0.000,3.716,1.120,0.000,2.009,0.000,0.000,0.153,1.298
28.180,116.794,116.653,15.815,16.114,0.000,0.000,3.752,0.518,0.000,1.837,1.050,0.000,0.231,1.150
28.190,109.541,109.747,19.282,17.737,0.000,0.000,2.771,0.538,0.000,0.195,2.525,0.000,1.944,0.247
28.200,102.978,103.091,22.596,19.492,0.106,0.000,0.795,0.892,0.000,0.000,3.381,0.000,2.700,0.000
28.210,95.867,96.295,25.337,22.083,1.161,0.000,0.000,0.630,0.000,0.000,3.421,0.000,1.092,0.000
28.220,87.524,88.731,27.144,25.352,2.187,0.000,0.000,0.000,0.000,0.000,2.874,0.192,0.000,0.000
28.230,79.194,80.053,27.940,28.481,2.652,0.000,0.000,0.000,0.000,0.000,1.918,0.883,0.000,0.000
28.240,72.482,70.711,28.161,31.032,2.591,0.856,0.431,0.169,0.000,0.000,0.593,0.770,1.066,0.000
28.250,67.080,62.059,28.647,32.861,2.697,1.847,1.677,1.679,0.000,0.000,0.000,0.000,2.677,0.006
28.260,61.078,55.354,29.857,33.428,3.278,1.841,1.698,2.928,1.045,0.000,0.000,0.000,1.749,0.000
28.270,53.179,50.398,31.016,32.320,3.671,1.717,0.702,3.353,1.344,1.317,0.000,0.000,0.000,0.000
28.280,43.989,45.591,30.673,30.223,3.222,1.505,0.000,2.893,0.000,1.047,0.000,0.448,0.000,0.000
28.290,35.526,39.553,28.431,28.347,2.479,0.993,0.000,1.861,0.000,0.000,0.000,2.084,1.886,0.000
28.300,29.619,32.606,25.626,26.937,2.724,0.708,1.060,0.847,0.000,0.000,0.000,2.948,3.915,0.000
28.310,26.193,26.440,23.917,25.035,4.389,1.519,3.336,0.354,0.000,0.000,0.000,2.108,3.398,0.000
28.320,23.274,22.166,23.430,21.838,6.678,3.810,6.684,0.471,0.000,0.000,0.000,0.000,0.604,0.621
28.330,19.400,19.075,22.557,17.922,8.895,7.544,10.648,1.018,0.000,0.000,0.000,0.000,0.000,2.170
28.340,15.579,15.737,19.727,14.825,11.566,12.698,14.381,1.817,0.000,0.000,0.418,0.000,0.000,1.727
28.350,13.829,11.920,15.315,13.486,15.797,19.302,17.616,2.553,0.000,0.000,0.536,0.000,0.000,0.000
28.360,14.129,8.677,11.428,13.388,21.944,27.335,21.226,2.570,0.818,1.073,0.000,0.000,0.000,0.000
28.370,14.020,6.799,9.572,13.131,29.368,36.776,26.586,1.405,2.114,2.828,0.000,0.000,1.043,0.000
28.380,11.439,5.915,9.045,11.627,37.338,47.666,34.425,0.000,2.013,3.196,0.000,0.000,1.768,0.000
28.390,7.071,4.923,8.106,8.861,45.809,60.137,44.211,0.000,1.032,1.464,0.975,0.000,1.152,0.749
28.400,3.422,2.869,6.176,5.752,55.189,74.317,54.673,0.000,0.000,0.000,1.180,0.000,0.000,0.853
28.410,1.990,0.000,4.138,3.332,65.317,89.960,64.940,0.925,0.000,0.000,0.000,0.000,0.000,0.000
28.420,1.976,0.000,2.853,2.080,74.906,106.129,74.933,0.879,0.000,0.000,0.000,0.811,0.000,0.000
28.430,1.688,0.000,2.163,1.907,82.565,121.471,84.500,0.000,0.000,0.000,0.000,0.958,1.357,0.000
28.440,0.490,0.704,1.355,2.235,88.382,134.867,92.601,0.000,0.000,0.000,0.000,0.000,2.912,0.000
28.450,0.000,3.486,0.156,1.975,93.698,145.594,97.849,0.000,1.141,0.000,1.077,0.000,2.218,0.000
28.460,0.000,3.592,0.000,0.242,98.933,152.935,99.774,0.000,1.504,0.000,2.244,0.000,0.000,0.000
28.470,0.000,1.042,0.000,0.000,102.256,155.992,99.122,0.000,1.320,0.000,1.421,0.000,0.000,0.000
28.480,0.000,0.000,1.187,0.000,101.185,154.101,96.895,1.992,1.778,0.773,0.000,2.613,0.000,0.000
28.490,0.000,0.000,2.831,0.000,95.489,147.416,93.598,1.605,2.167,2.376,0.000,2.920,0.273,0.000
